symbol,quotedate,iv30call,iv30put,iv30mean,callvol,putvol,calloi,putoi
SIFY,8/15/2019,0.0000,0.0000,0.0000,50,0,181,5
SIG,8/15/2019,1.0137,1.0194,1.0166,1375,812,92240,53077
SIGA,8/15/2019,0.7974,0.3874,0.5924,0,0,1662,2558
SIGI,8/15/2019,0.2322,0.2407,0.2364,8,0,334,87
SIL,8/15/2019,0.3619,0.3610,0.3614,366,100,33265,8885
SILJ,8/15/2019,0.7181,0.6571,0.6876,84,0,6353,852
SIMO,8/15/2019,0.4753,0.4404,0.4578,1,36,1194,641
SINA,8/15/2019,0.5750,0.5616,0.5683,260,558,25158,13166
SIRI,8/15/2019,0.2882,0.2898,0.2890,2881,99,164695,53627
SITC,8/15/2019,0.1307,0.2910,0.2108,0,0,1827,1046
SITE,8/15/2019,0.3814,0.4127,0.3970,0,4,138,741
SIVB,8/15/2019,0.4038,0.4012,0.4025,280,543,3533,8096
SIVR,8/15/2019,0.2522,0.2480,0.2501,10,5,1826,256
SIX,8/15/2019,0.2250,0.3409,0.2830,797,351,19560,14135
SIXB,8/15/2019,0.2218,0.2316,0.2267,0,0,0,0
SIXC,8/15/2019,0.2311,0.2315,0.2313,0,0,0,0
SIXE,8/15/2019,0.2760,0.2536,0.2648,0,0,0,0
SIXI,8/15/2019,0.2172,0.2227,0.2200,0,0,0,0
SIXM,8/15/2019,0.2584,0.2478,0.2531,0,0,0,0
SIXR,8/15/2019,0.1588,0.1771,0.1679,0,0,4,4
SIXRE,8/15/2019,0.1603,0.1683,0.1643,0,0,898,621
SIXT,8/15/2019,0.2466,0.2457,0.2462,0,0,0,0
SIXU,8/15/2019,0.1415,0.1810,0.1612,0,0,5,4
SIXV,8/15/2019,0.1864,0.1905,0.1884,0,0,0,0
SIXY,8/15/2019,0.2148,0.2101,0.2124,0,0,0,0
SIZE,8/15/2019,0.1962,0.1997,0.1980,0,0,1,0
SJB,8/15/2019,0.1227,0.1480,0.1354,22,0,2109,316
SJI,8/15/2019,0.1449,0.2911,0.2180,0,0,88,438
SJM,8/15/2019,0.2878,0.2817,0.2848,262,343,6664,6300
SJNK,8/15/2019,0.0875,0.0875,0.0875,0,0,7,177
SJR,8/15/2019,0.1450,0.2274,0.1862,0,8,342,155
SJT,8/15/2019,0.0000,0.0000,0.0000,105,4,533,803
SJW,8/15/2019,0.2163,0.4417,0.3290,36,0,31,23
SKF,8/15/2019,0.3749,0.3600,0.3674,13,0,4474,174
SKIS,8/15/2019,0.3453,0.3443,0.3448,4,0,236,750
SKM,8/15/2019,0.2746,0.2625,0.2686,2,0,247,117
SKT,8/15/2019,0.3397,0.3383,0.3390,488,364,21160,40121
SKX,8/15/2019,0.4055,0.4059,0.4057,1082,260,29932,27386
SKY,8/15/2019,0.4860,0.4826,0.4843,3,0,5063,763
SKYW,8/15/2019,0.3568,0.3446,0.3507,3,0,1526,1498
SKYY,8/15/2019,0.2381,0.2423,0.2402,60,583,2770,1569
SLAB,8/15/2019,0.3790,0.3731,0.3760,13,58,1870,2137
SLB,8/15/2019,0.3592,0.4756,0.4174,11749,10268,282727,239336
SLCA,8/15/2019,0.7293,0.7358,0.7326,268,54,46284,35989
SLDB,8/15/2019,1.2025,1.0808,1.1416,296,5,12653,5789
SLF,8/15/2019,0.2351,0.2550,0.2450,2,0,678,319
SLG,8/15/2019,0.2319,0.2175,0.2247,33,11,2468,1653
SLGN,8/15/2019,0.2309,0.2264,0.2286,56,0,1096,625
SLM,8/15/2019,0.4516,0.3552,0.4034,803,8,6305,5325
SLP,8/15/2019,0.6005,0.5238,0.5622,11,16,1814,1076
SLRC,8/15/2019,0.1703,0.2463,0.2083,4,0,628,159
SLV,8/15/2019,0.2468,0.2394,0.2431,133271,10956,2413133,691116
SLX,8/15/2019,0.3447,0.3368,0.3408,1,0,101,227
SM,8/15/2019,0.8873,0.8854,0.8864,42,51,14717,21743
SMAR,8/15/2019,0.6491,0.6491,0.6491,320,114,13655,11808
SMED,8/15/2019,0.2804,0.2804,0.2804,0,0,31,30
SMFG,8/15/2019,1.0910,1.1110,1.1010,0,5,813,1825
SMG,8/15/2019,0.2502,0.2791,0.2646,155,86,7155,5395
SMH,8/15/2019,0.3134,0.3094,0.3114,10052,62179,261623,504434
SMLP,8/15/2019,0.6950,0.6544,0.6747,98,16,4593,1451
SMMT,8/15/2019,0.0000,0.0000,0.0000,0,0,4,0
SMN,8/15/2019,0.4825,0.4847,0.4836,2,20,258,80
SMOG,8/15/2019,0.2915,0.3124,0.3020,0,0,6,11
SMP,8/15/2019,0.3119,0.3120,0.3120,0,0,113,105
SMPL,8/15/2019,0.6210,0.3581,0.4896,54,1,1674,1447
SMRT,8/15/2019,0.0000,0.0000,0.0000,41,0,1859,71
SMSI,8/15/2019,0.8496,0.8273,0.8384,330,98,25585,5655
SMTA,8/15/2019,0.6103,0.4249,0.5176,10,0,1579,1419
SMTC,8/15/2019,0.5031,0.5028,0.5030,14,11,5454,5060
SMTX,8/15/2019,0.8724,0.8724,0.8724,0,0,1140,347
SNA,8/15/2019,0.2613,0.2795,0.2704,62,77,3328,3297
SNAP,8/15/2019,0.5291,0.5278,0.5285,48145,19449,894544,571925
SNBR,8/15/2019,0.4171,0.4099,0.4135,313,94,6948,7728
SNCR,8/15/2019,0.3186,0.9684,0.6435,2,95,3677,11521
SND,8/15/2019,0.7901,0.7883,0.7892,0,0,480,327
SNDR,8/15/2019,0.4641,0.4328,0.4484,0,0,1855,4524
SNDX,8/15/2019,0.6733,0.6252,0.6492,14,0,3149,813
SNE,8/15/2019,0.2996,0.2871,0.2934,401,387,90939,29914
SNECQ,8/15/2019,0.0000,0.0000,0.0000,0,0,17842,4063
SNH,8/15/2019,0.6684,0.6909,0.6796,314,39,8952,3124
SNLN,8/15/2019,1.0554,0.9965,1.0260,0,0,0,0
SNN,8/15/2019,0.2431,0.2342,0.2386,0,1,7870,541
SNP,8/15/2019,0.2467,0.4662,0.3564,1,23,1924,4078
SNPS,8/15/2019,0.3442,0.3303,0.3372,51,679,6730,8037
SNR,8/15/2019,0.3259,0.5209,0.4234,12,0,3536,393
SNSS,8/15/2019,1.3229,1.3559,1.3394,0,0,8623,268
SNV,8/15/2019,0.3170,0.3487,0.3328,84,211,8068,7484
SNX,8/15/2019,0.4098,0.4136,0.4117,19,62,2194,1752
SNY,8/15/2019,0.2139,0.2037,0.2088,29,2,29901,4391
SO,8/15/2019,0.1315,0.2279,0.1797,63772,2705,71782,47354
SOCL,8/15/2019,0.2738,0.2519,0.2629,0,2,107,178
SOGO,8/15/2019,0.9658,0.9196,0.9427,10,1,11349,2386
SOHU,8/15/2019,0.6156,0.6070,0.6113,89,57,18553,4671
SOI,8/15/2019,0.5035,0.5611,0.5323,2,1,2809,302
SOL,8/15/2019,0.0000,0.0000,0.0000,0,0,115,111
SOLO,8/15/2019,1.0954,1.1160,1.1057,22,60,5165,3104
SON,8/15/2019,0.2505,0.2542,0.2523,13,10,1740,2571
SONO,8/15/2019,0.4879,0.5128,0.5004,398,47,21758,16599
SORL,8/15/2019,0.9204,0.9204,0.9204,0,0,3218,3485
SOX,8/15/2019,0.3056,0.3087,0.3072,6,9,48,137
SOXL,8/15/2019,0.8849,0.8855,0.8852,1023,643,21532,16314
SOXS,8/15/2019,0.9255,0.9782,0.9518,288,154,4060,1682
SOXX,8/15/2019,0.3129,0.3172,0.3150,755,1950,7570,13639
SOYB,8/15/2019,0.1960,0.1801,0.1880,74,268,8505,2157
SP,8/15/2019,0.3076,0.2747,0.2912,0,0,427,245
SPAR,8/15/2019,0.6634,0.6580,0.6607,40,1,1069,42
SPB,8/15/2019,0.3631,0.4440,0.4035,12,1,2864,930
SPDN,8/15/2019,0.1233,0.1234,0.1234,0,0,62,2
SPDW,8/15/2019,0.0000,0.0000,0.0000,0,0,22,1
SPEM,8/15/2019,0.0000,0.0000,0.0000,2,0,19,3
SPG,8/15/2019,0.2777,0.1954,0.2366,985,3920,13852,61719
SPGI,8/15/2019,0.2723,0.2983,0.2853,1067,361,19460,21127
SPH,8/15/2019,0.1891,0.1989,0.1940,22,88,1773,942
SPHB,8/15/2019,0.2425,0.3484,0.2954,0,0,337,1426
SPHD,8/15/2019,0.1416,0.2171,0.1794,1,13,446,510
SPHQ,8/15/2019,0.2182,0.2173,0.2178,0,0,44,48
SPHS,8/15/2019,0.0000,0.0000,0.0000,0,0,4480,4
SPIKE,8/15/2019,0.5715,0.5008,0.5362,0,0,28135,1049
SPKE,8/15/2019,0.6213,0.5156,0.5684,0,0,220,43
SPLG,8/15/2019,0.4590,0.3907,0.4248,0,0,12,13
SPLK,8/15/2019,0.5290,0.5217,0.5254,3065,3475,49502,35411
SPLV,8/15/2019,0.1660,0.1814,0.1737,81,54,7647,17773
SPN,8/15/2019,0.0000,0.0000,0.0000,60,0,24894,2576
SPNE,8/15/2019,1.2051,0.6553,0.9302,0,0,81,70
SPNS,8/15/2019,0.2656,0.3003,0.2830,121,3,498,145
SPOK,8/15/2019,0.7130,0.3860,0.5495,0,30,342,614
SPOT,8/15/2019,0.3854,0.3916,0.3885,6625,4002,50040,33293
SPPI,8/15/2019,0.9387,0.9711,0.9549,253,1,16170,22049
SPR,8/15/2019,0.3288,0.3307,0.3298,458,774,3233,9963
SPRO,8/15/2019,1.2435,0.9301,1.0868,1,0,141,22
SPRT,8/15/2019,0.0000,0.0000,0.0000,0,0,28,6
SPSC,8/15/2019,0.3613,0.3534,0.3574,6,96,314,905
SPSM,8/15/2019,0.4373,0.2452,0.3412,0,0,46,9
SPTM,8/15/2019,0.2271,0.1847,0.2059,200,0,2246,55
SPTN,8/15/2019,0.5670,0.7150,0.6410,297,236,1277,2340
SPWH,8/15/2019,1.1877,1.1587,1.1732,0,0,403,90
SPWR,8/15/2019,0.6879,0.6999,0.6939,3233,1355,51374,31821
SPX,8/15/2019,0.1542,0.1963,0.1753,250081,542435,4276272,8305102
SPXC,8/15/2019,0.3297,0.3229,0.3263,22,0,1386,145
SPXL,8/15/2019,0.6048,0.6019,0.6034,1773,1353,39830,50580
SPXS,8/15/2019,0.6304,0.6748,0.6526,5169,730,72352,21393
SPXU,8/15/2019,0.6161,0.6321,0.6241,2381,911,48146,21346
SPXW,8/15/2019,0.1903,0.2030,0.1966,183714,456041,1322750,3439746
SPY,8/15/2019,0.2033,0.1972,0.2002,1348486,1814240,7562383,13339995
SPYG,8/15/2019,0.2122,0.2265,0.2194,9,70,790,401
SPYV,8/15/2019,0.2215,0.1960,0.2088,8,10,78,50
SQ,8/15/2019,0.4382,0.4353,0.4368,28419,18599,414757,466845
SQBG,8/15/2019,0.0000,0.0000,0.0000,0,0,899,0
SQM,8/15/2019,0.4822,0.5346,0.5084,317,46,10655,12855
SQQQ,8/15/2019,0.7515,0.7504,0.7510,12474,977,67658,19005
SR,8/15/2019,0.2045,0.2869,0.2457,1,0,61,16
SRAX,8/15/2019,4.1831,2.5749,3.3790,1,11,2229,26
SRC,8/15/2019,0.1846,0.1975,0.1910,20,2,5042,2542
SRCE,8/15/2019,0.2914,0.3047,0.2981,0,0,45,0
SRCI,8/15/2019,1.1466,0.5568,0.8517,167,0,3399,744
SRCL,8/15/2019,0.3528,0.3471,0.3500,632,338,8561,20250
SRDX,8/15/2019,0.6101,0.6754,0.6427,14,1,4151,412
SRE,8/15/2019,0.1740,0.2139,0.1940,1185,259,10439,8216
SREV,8/15/2019,0.0000,0.0000,0.0000,0,0,50,0
SRG,8/15/2019,0.3228,0.3240,0.3234,106,141,3851,7995
SRI,8/15/2019,0.3881,0.3640,0.3760,45,0,346,54
SRL,8/15/2019,0.6344,0.4509,0.5426,0,0,603,106
SRLP,8/15/2019,0.4092,0.5032,0.4562,65,0,634,2962
SRNE,8/15/2019,0.9625,0.9542,0.9584,169,5,20150,5163
SRPT,8/15/2019,0.5457,0.5260,0.5358,1675,1693,56501,43511
SRRA,8/15/2019,0.0000,0.0000,0.0000,0,0,309,0
SRS,8/15/2019,0.3328,0.3195,0.3262,0,0,730,297
SRT,8/15/2019,4.0891,6.5498,5.3194,0,0,736,0
SRTY,8/15/2019,0.6909,0.7302,0.7106,96,27,1387,632
SSB,8/15/2019,0.3127,0.2897,0.3012,0,0,57,2112
SSD,8/15/2019,0.2687,0.2636,0.2662,8,49,806,428
SSI,8/15/2019,0.0000,0.0000,0.0000,0,0,763,125
SSL,8/15/2019,0.5481,0.5003,0.5242,16,10,465,321
SSNC,8/15/2019,0.3228,0.3310,0.3269,127,65,18497,6665
SSO,8/15/2019,0.4026,0.4022,0.4024,1151,347,10851,29751
SSP,8/15/2019,0.4856,0.4195,0.4526,15,0,1183,746
SSRM,8/15/2019,0.4546,0.4770,0.4658,325,32,38146,10806
SSSS,8/15/2019,0.6412,0.6778,0.6595,249,10,6278,2268
SSTK,8/15/2019,0.3661,0.3733,0.3697,133,108,4154,7871
SSW,8/15/2019,0.4424,0.3894,0.4159,224,1158,7535,7425
SSYS,8/15/2019,0.4553,0.4471,0.4512,383,293,33588,6826
ST,8/15/2019,0.3093,0.2994,0.3044,9,0,7192,1072
STAA,8/15/2019,0.4947,0.4818,0.4882,518,3,19331,3214
STAG,8/15/2019,0.2121,0.1123,0.1622,11,2,1025,1657
STAR,8/15/2019,0.1366,0.2025,0.1696,0,100,2541,2778
STAY,8/15/2019,0.5764,0.4637,0.5200,44,4,9803,4313
STBA,8/15/2019,0.3577,0.2377,0.2977,0,0,706,460
STC,8/15/2019,0.3458,0.3993,0.3726,0,32,2613,2453
STCN,8/15/2019,0.0000,0.0000,0.0000,0,0,52,2
STE,8/15/2019,0.2123,0.2252,0.2188,5,21,673,514
STFC,8/15/2019,0.3776,0.3321,0.3548,0,0,128,31
STI,8/15/2019,0.2331,0.3014,0.2672,1940,152,21337,15475
STKL,8/15/2019,1.5119,1.4608,1.4864,4,0,1842,759
STL,8/15/2019,0.3323,0.3274,0.3298,58,8,864,922
STLD,8/15/2019,0.4281,0.4197,0.4239,219,2720,16392,25198
STM,8/15/2019,0.4054,0.4292,0.4173,1629,1445,54930,24432
STML,8/15/2019,0.7673,0.7742,0.7708,51,1,1685,3006
STMP,8/15/2019,1.0534,1.0403,1.0468,571,973,24432,39253
STNE,8/15/2019,0.5964,0.5831,0.5898,4685,3409,19910,16670
STNG,8/15/2019,0.5440,0.5778,0.5609,2822,83,29302,15781
STON,8/15/2019,0.0000,0.0000,0.0000,10,0,1247,338
STOR,8/15/2019,0.1249,0.1941,0.1595,28,15,2740,1366
STRA,8/15/2019,0.2841,0.2962,0.2902,34,51,1086,2379
STRL,8/15/2019,0.7504,0.5239,0.6372,0,2,539,120
STT,8/15/2019,0.3273,0.3281,0.3277,748,924,63557,58813
STWD,8/15/2019,0.1862,0.1938,0.1900,329,3,8813,3640
STX,8/15/2019,0.3506,0.3492,0.3499,1195,1587,66721,120948
STZ,8/15/2019,0.2675,0.2681,0.2678,2511,4116,54073,53494
SU,8/15/2019,0.2583,0.3205,0.2894,520,358,35464,31484
SUI,8/15/2019,0.1834,0.1770,0.1802,166,16,2095,726
SUM,8/15/2019,0.5440,0.5302,0.5371,279,3,39581,3300
SUN,8/15/2019,0.2404,0.1990,0.2197,146,226,5823,5647
SUNS,8/15/2019,0.0829,0.0851,0.0840,0,0,255,62
SUNW,8/15/2019,0.0000,0.0000,0.0000,0,0,1380,4
SUP,8/15/2019,0.8068,0.8087,0.8078,0,30,1242,534
SUPN,8/15/2019,0.3276,0.4138,0.3707,1,36,10762,4220
SUSL,8/15/2019,0.4189,0.4048,0.4118,0,0,0,0
SVMK,8/15/2019,0.4994,0.5070,0.5032,119,21,7598,11056
SVRA,8/15/2019,0.5775,0.5775,0.5775,27,1,2272,207
SVVC,8/15/2019,0.7307,0.5978,0.6642,97,0,5091,1931
SVXY,8/15/2019,0.4180,0.4457,0.4318,1280,1754,90959,58359
SWCH,8/15/2019,0.4032,0.4122,0.4077,4310,18,10911,7244
SWI,8/15/2019,0.6674,0.6691,0.6682,4,0,127,295
SWIR,8/15/2019,0.4766,0.4829,0.4798,110,152,3902,7664
SWK,8/15/2019,0.3153,0.3386,0.3270,328,3918,24299,16610
SWKS,8/15/2019,0.3630,0.3727,0.3678,1827,2835,59621,52120
SWM,8/15/2019,0.3198,0.3263,0.3230,6,5,298,229
SWN,8/15/2019,1.1420,1.0863,1.1142,815,61888,114289,418597
SWX,8/15/2019,0.2268,0.2338,0.2303,2,2,106,87
SXC,8/15/2019,0.5819,0.5210,0.5514,679,29,17116,2612
SXI,8/15/2019,0.4630,0.4422,0.4526,0,0,62,148
SXT,8/15/2019,0.3615,0.2452,0.3034,1,1,122,92
SY,8/15/2019,0.8876,0.8812,0.8844,7,7,738,556
SYBX,8/15/2019,1.1124,1.1626,1.1375,7,0,58,12
SYF,8/15/2019,0.2877,0.2804,0.2841,955,814,89293,41801
SYK,8/15/2019,0.2318,0.2215,0.2266,440,122,12788,12861
SYKE,8/15/2019,0.3790,0.2885,0.3338,0,0,406,738
SYMC,8/15/2019,0.2636,0.2689,0.2662,2699,1200,252706,123608
SYNA,8/15/2019,0.4334,0.4138,0.4236,208,17,9286,10745
SYNC,8/15/2019,0.0000,0.0000,0.0000,0,0,2539,2
SYNH,8/15/2019,0.3907,0.3699,0.3803,0,0,658,528
SYNL,8/15/2019,1.0818,1.1059,1.0939,0,0,16,20
SYRS,8/15/2019,0.6774,0.6523,0.6648,1,2,498,80
SYX,8/15/2019,0.4268,0.4197,0.4232,0,0,264,92
SYY,8/15/2019,0.1908,0.1899,0.1904,1469,420,21664,20808
T,8/15/2019,0.2087,0.2086,0.2086,33445,25612,1182897,1092515
TA,8/15/2019,0.6206,0.5388,0.5797,0,0,550,18
TACO,8/15/2019,0.4501,0.3907,0.4204,12,129,7622,546
TACT,8/15/2019,0.4133,0.5497,0.4815,11,0,497,102
TAK,8/15/2019,0.3467,0.2955,0.3211,26,1,39159,36156
TAL,8/15/2019,0.3993,0.3963,0.3978,208,304,38275,108575
TALO,8/15/2019,0.7005,0.6087,0.6546,0,0,1763,193
TAN,8/15/2019,0.3949,0.4081,0.4015,460,2557,5589,2975
TAO,8/15/2019,0.2275,0.2183,0.2229,1,0,238,1084
TAOP,8/15/2019,0.0000,0.0000,0.0000,0,0,52,0
TAP,8/15/2019,0.2531,0.3026,0.2778,491,1481,24359,27252
TARO,8/15/2019,0.3546,0.2913,0.3230,0,2,25,22
TAST,8/15/2019,0.6602,0.4668,0.5635,10,0,1428,126
TBBK,8/15/2019,0.3814,0.4714,0.4264,10,0,305,90
TBF,8/15/2019,0.1823,0.1813,0.1818,149,2,4950,974
TBI,8/15/2019,0.3201,0.3669,0.3435,10,0,321,81
TBK,8/15/2019,0.6536,0.3778,0.5157,0,0,55,23
TBNK,8/15/2019,0.6011,0.3244,0.4628,0,0,4,4
TBPH,8/15/2019,0.6069,0.4622,0.5346,0,0,2493,1580
TBT,8/15/2019,0.3514,0.3336,0.3425,20971,1949,157603,42309
TCBI,8/15/2019,0.3789,0.3649,0.3719,5,147,1550,4046
TCBK,8/15/2019,0.2950,0.3196,0.3073,0,0,23,2
TCF,8/15/2019,0.3929,0.3602,0.3766,148,3,1043,188
TCMD,8/15/2019,0.6121,0.5291,0.5706,0,6,2940,1660
TCO,8/15/2019,0.2689,0.3679,0.3184,37,11,3737,7785
TCP,8/15/2019,0.3132,0.3346,0.3239,7,0,826,444
TCPC,8/15/2019,0.3137,0.4741,0.3939,0,0,352,174
TCRD,8/15/2019,1.0128,0.7506,0.8817,0,0,115,93
TCS,8/15/2019,0.5732,0.5331,0.5532,5,15,2286,1542
TCX,8/15/2019,0.4631,0.4520,0.4576,7,66,2396,1678
TD,8/15/2019,0.2099,0.2051,0.2075,43,261,20527,3911
TDC,8/15/2019,0.3412,0.3357,0.3385,27,200,11778,8293
TDG,8/15/2019,0.3370,0.3028,0.3199,15,8,0,0
TDIV,8/15/2019,0.3108,0.2474,0.2791,0,0,50,16
TDOC,8/15/2019,0.5173,0.5132,0.5152,1646,4272,17819,21122
TDS,8/15/2019,0.4120,0.4250,0.4185,0,2,2050,1786
TDW,8/15/2019,0.5806,0.5682,0.5744,4,4,470,1623
TDY,8/15/2019,0.2311,0.2175,0.2243,12,4,995,349
TEAM,8/15/2019,0.4466,0.4444,0.4455,1385,823,35574,45771
TECD,8/15/2019,0.6141,0.6246,0.6194,2,37,1102,3435
TECH,8/15/2019,0.3310,0.3338,0.3324,0,0,74,590
TECK,8/15/2019,0.4268,0.4302,0.4285,290,335,33530,37264
TECL,8/15/2019,0.7654,0.7318,0.7486,322,156,7217,3284
TECS,8/15/2019,0.7983,0.8559,0.8271,2228,173,10997,2015
TEF,8/15/2019,0.4426,0.4293,0.4360,42,5060,1309,1123
TEL,8/15/2019,0.2411,0.2519,0.2465,859,2089,7580,5220
TELL,8/15/2019,0.7706,1.0741,0.9224,1219,913,64624,32312
TEN,8/15/2019,0.7501,0.7263,0.7382,361,153,36342,15929
TENB,8/15/2019,0.5776,0.4993,0.5384,20,39,7619,1689
TEO,8/15/2019,0.4625,0.7029,0.5827,324,14068,3105,19762
TER,8/15/2019,0.3479,0.3615,0.3547,323,579,20111,16614
TERP,8/15/2019,0.3543,0.3432,0.3488,110,5,6237,1588
TEUM,8/15/2019,1.3945,1.3918,1.3931,1700,84,44941,16514
TEVA,8/15/2019,0.8528,0.7924,0.8226,51344,48127,777563,829918
TEX,8/15/2019,0.4624,0.4563,0.4594,110,68,3063,4445
TFI,8/15/2019,0.1195,0.1195,0.1195,0,0,53,373
TFSL,8/15/2019,0.0525,0.0501,0.0513,261,210,132,67
TFX,8/15/2019,0.2555,0.2274,0.2414,24,12,475,734
TG,8/15/2019,0.4038,0.4538,0.4288,0,0,212,91
TGB,8/15/2019,0.0000,0.0000,0.0000,143,0,5600,119
TGE,8/15/2019,0.3610,0.3692,0.3651,61,362,21423,6926
TGH,8/15/2019,0.7444,0.5783,0.6614,140,20,4289,594
TGI,8/15/2019,0.5367,0.5353,0.5360,17,26,1844,804
TGNA,8/15/2019,0.3626,0.3827,0.3726,2,0,1677,1419
TGP,8/15/2019,0.4481,0.3458,0.3970,202,67,12457,5520
TGS,8/15/2019,2.5272,1.8212,2.1742,10,0,532,995
TGT,8/15/2019,0.3907,0.4217,0.4062,7515,13068,230687,200440
TGTX,8/15/2019,0.6593,0.5893,0.6243,914,234,40019,6364
THC,8/15/2019,0.5905,0.5622,0.5764,402,381,67180,34715
THCX,8/15/2019,0.4660,0.4637,0.4648,11,24,122,95
THD,8/15/2019,0.1968,0.2014,0.1991,0,10,128,502
THFF,8/15/2019,0.3319,0.2757,0.3038,0,2,0,252
THG,8/15/2019,0.2412,0.2528,0.2470,10,0,85,12
THO,8/15/2019,0.5695,0.5507,0.5601,1706,702,11040,15357
THOR,8/15/2019,0.6988,0.6002,0.6495,0,0,16,0
THR,8/15/2019,0.6158,0.3390,0.4774,0,0,1,12
THRM,8/15/2019,0.3646,0.3366,0.3506,0,1,232,178
THS,8/15/2019,0.3418,0.3385,0.3402,7,14,4164,2790
TIF,8/15/2019,0.4390,0.4399,0.4394,2364,5255,31867,127798
TIIAY,8/15/2019,0.0000,0.0000,0.0000,0,0,270,70
TILE,8/15/2019,0.6186,0.5140,0.5663,0,0,722,229
TIP,8/15/2019,0.0580,0.0652,0.0616,248,1,3982,3486
TISI,8/15/2019,0.3945,0.3808,0.3877,0,0,885,545
TISUQ,8/15/2019,0.0000,0.0000,0.0000,0,0,985,403
TITN,8/15/2019,0.6383,0.6293,0.6338,4,0,2249,1090
TIVO,8/15/2019,0.4462,0.4650,0.4556,21,0,39040,18412
TJX,8/15/2019,0.3248,0.3219,0.3234,1401,7220,41923,44029
TK,8/15/2019,0.5957,0.6051,0.6004,155,21,26011,11568
TKC,8/15/2019,0.6621,0.6480,0.6550,55,2,1172,8258
TKR,8/15/2019,0.3676,0.3760,0.3718,13,5,6684,1558
TLGT,8/15/2019,0.0000,0.0000,0.0000,0,0,473,0
TLH,8/15/2019,0.0974,0.1034,0.1004,26,22,160,354
TLND,8/15/2019,0.4954,0.4783,0.4868,60,12,3433,3283
TLRA,8/15/2019,0.6959,0.6196,0.6578,713,16,21913,13269
TLRD,8/15/2019,1.1193,1.1744,1.1469,1409,681,47260,21990
TLRY,8/15/2019,0.6730,0.8449,0.7590,23193,15500,120387,70389
TLT,8/15/2019,0.1739,0.1866,0.1802,117298,168239,599037,845524
TLYS,8/15/2019,0.6460,0.7712,0.7086,4,0,659,222
TM,8/15/2019,0.1840,0.1626,0.1733,45,33,4360,3684
TME,8/15/2019,0.4330,0.4168,0.4249,5642,2217,44126,62507
TMF,8/15/2019,0.5538,0.5516,0.5527,1961,591,10202,4899
TMHC,8/15/2019,0.3145,0.3122,0.3134,5,0,310,420
TMO,8/15/2019,0.2562,0.2609,0.2586,523,2104,18500,20046
TMP,8/15/2019,0.2487,0.2346,0.2416,0,0,201,15
TMQ,8/15/2019,0.3187,0.3187,0.3187,6,0,4993,49
TMST,8/15/2019,0.8143,0.4777,0.6460,5,2,438,66
TMUS,8/15/2019,0.2303,0.3341,0.2822,1703,1473,79874,77732
TMV,8/15/2019,0.5182,0.5202,0.5192,2261,213,19048,5094
TNA,8/15/2019,0.6727,0.6914,0.6820,4854,3095,50567,47255
TNAV,8/15/2019,0.5043,0.5283,0.5163,204,3,1502,641
TNC,8/15/2019,0.3528,0.3721,0.3624,0,0,128,84
TNDM,8/15/2019,0.6368,0.6358,0.6363,5519,1345,26152,15563
TNET,8/15/2019,0.3329,0.3189,0.3259,2,10,995,1577
TNK,8/15/2019,0.0000,0.0000,0.0000,125,0,16040,301
TNP,8/15/2019,1.2814,1.2814,1.2814,320,0,5375,61
TOCA,8/15/2019,1.0725,1.2048,1.1387,40,108,9461,3881
TOL,8/15/2019,0.3732,0.3670,0.3701,431,480,15631,14605
TOO,8/15/2019,0.8738,0.8738,0.8738,1,0,28292,10625
TORC,8/15/2019,0.8652,0.8446,0.8549,0,0,17,9
TOT,8/15/2019,0.2340,0.2295,0.2318,154,102,28512,20839
TOUR,8/15/2019,0.7626,0.7626,0.7626,0,0,60,205
TOWN,8/15/2019,0.1597,0.2908,0.2252,0,0,775,101
TOWR,8/15/2019,0.5728,0.5837,0.5782,0,1,1193,1043
TPB,8/15/2019,0.6176,0.6235,0.6206,61,4,8366,4480
TPC,8/15/2019,0.5451,0.4314,0.4882,2,6,2399,3563
TPCO,8/15/2019,0.9019,0.8185,0.8602,1,0,401,57
TPH,8/15/2019,0.3706,0.3469,0.3588,0,9,934,135
TPIC,8/15/2019,0.5142,0.4944,0.5043,28,1019,8077,4994
TPR,8/15/2019,0.4439,0.5708,0.5074,9807,20940,38084,50048
TPRE,8/15/2019,0.4396,0.3624,0.4010,0,40,5184,382
TPVG,8/15/2019,0.3348,0.3325,0.3336,9,25,575,303
TPX,8/15/2019,0.3979,0.3955,0.3967,116,272,35402,25679
TQQQ,8/15/2019,0.7083,0.6805,0.6944,22224,13649,137901,108582
TR,8/15/2019,0.1277,0.2688,0.1982,0,8,359,882
TRC,8/15/2019,0.3015,0.3980,0.3498,0,0,35,29
TRCO,8/15/2019,0.3966,0.3553,0.3760,0,0,203,1494
TREC,8/15/2019,0.4331,0.6410,0.5370,0,0,139,1
TREE,8/15/2019,0.4282,0.4261,0.4272,63,271,3151,4453
TREX,8/15/2019,0.3798,0.3681,0.3740,225,85,7668,3453
TRGP,8/15/2019,0.4170,0.4028,0.4099,1307,1222,61472,33144
TRHC,8/15/2019,0.5726,0.5573,0.5650,13,4,1619,808
TRI,8/15/2019,0.2004,0.2218,0.2111,12,2,5923,1022
TRIB,8/15/2019,0.0000,0.0000,0.0000,1,0,839,339
TRIL,8/15/2019,0.0000,0.0000,0.0000,0,0,613,0
